ID_CLIENTE,CHURN,GENERO,ADULTO_MAYOR,PAREJA,DEPENDIENTES,ANTIGUEDAD_MESES,SERVICIO_TELEFONICO,LINEAS_MULTIPLES,TIPO_INTERNET,SEGURIDAD_EN_LINEA,RESPALDO_EN_LINEA,PROTECCION_DISPOSITIVO,SOPORTE_TECNICO,STREAMING_TV,STREAMING_PELICULAS,TIPO_CONTRATO,FACTURACION_ELECTRONICA,METODO_PAGO,CARGO_MENSUAL,CARGO_TOTAL,CHURN_FLAG
8816-VXNZD,Si,Mujer,0,No,No,1,Si,Si,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,751,751.0,1.0
8818-DOPVL,No,Mujer,1,No,No,46,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,10445,486385.0,0.0
8818-XYFCQ,Si,Hombre,0,Si,Si,32,Si,Si,Fibra óptica,Si,No,No,No,Si,Si,Mes a mes,Si,Tarjeta de crédito (automática),9955,320465.0,1.0
8819-IMISP,No,Hombre,0,No,No,31,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,8045,24291.0,0.0
8819-WFGGJ,No,Hombre,0,Si,No,68,No,No phone service,DSL,Si,No,Si,No,Si,Si,Dos años,Si,Transferencia bancaria (automática),541,37945.0,0.0
8819-ZBYNA,No,Mujer,0,Si,No,58,Si,Si,Fibra óptica,Si,Si,No,Si,Si,Si,Dos años,Si,Tarjeta de crédito (automática),1091,639365.0,0.0
8821-KVZKQ,No,Mujer,0,Si,Si,70,No,No phone service,DSL,No,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria (automática),584,411315.0,0.0
8821-XNHVZ,Si,Mujer,0,Si,Si,1,Si,No,Fibra óptica,No,No,No,No,Si,No,Mes a mes,Si,Cheque por correo,8005,8005.0,1.0
8822-KNBHV,No,Mujer,0,No,No,48,Si,Si,DSL,Si,Si,Si,No,Si,Si,Un año,Si,Tarjeta de crédito (automática),8345,388785.0,0.0
8823-RLPWL,No,Mujer,0,Si,No,72,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,Dos años,Si,Tarjeta de crédito (automática),11065,806565.0,0.0
8824-RWFXJ,Si,Hombre,0,Si,Si,3,Si,No,DSL,No,Si,Si,No,No,No,Mes a mes,Si,Cheque por correo,5615,16815.0,1.0
8835-VSDSE,Si,Mujer,0,Si,No,2,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,707,14145.0,1.0
8837-VVWLQ,Si,Mujer,0,No,No,8,Si,No,Fibra óptica,Si,No,No,No,Si,No,Mes a mes,No,Cheque electrónico,8495,6684.0,1.0
8838-GPHZP,No,Mujer,0,No,No,63,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Cheque por correo,206,12987.0,0.0
8840-DQLGN,Si,Mujer,1,Si,No,35,Si,Si,Fibra óptica,Si,Si,No,Si,Si,No,Mes a mes,Si,Transferencia bancaria (automática),1005,365335.0,1.0
8844-TONUD,Si,Hombre,0,Si,Si,13,Si,No,Fibra óptica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque por correo,9665,116285.0,1.0
8845-LWKGE,No,Mujer,0,Si,Si,30,Si,No,DSL,No,No,Si,Si,Si,No,Un año,Si,Cheque electrónico,645,198515.0,0.0
8847-GEOOQ,No,Hombre,0,Si,No,60,No,No phone service,DSL,No,Si,Si,Si,Si,Si,Mes a mes,Si,Transferencia bancaria (automática),602,35824.0,0.0
8849-AYPTR,No,Hombre,0,Si,No,33,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,No,Cheque electrónico,9125,296405.0,0.0
8849-GYOKR,Si,Mujer,0,Si,No,54,Si,Si,Fibra óptica,Si,Si,No,No,Si,Si,Un año,No,Transferencia bancaria (automática),10655,57633.0,1.0
8849-PRIQJ,No,Mujer,0,Si,Si,67,Si,Si,Fibra óptica,Si,No,Si,Si,Si,Si,Un año,Si,Cheque electrónico,1094,72816.0,0.0
8851-RAGOV,No,Mujer,0,Si,No,25,Si,No,DSL,Si,Si,No,Si,No,Si,Mes a mes,Si,Cheque por correo,7105,18377.0,0.0
8853-TZDGH,No,Mujer,0,No,No,72,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automática),1116,801275.0,0.0
8854-CCVSQ,Si,Hombre,0,No,No,18,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,8065,14519.0,1.0
8857-CUPFQ,No,Hombre,0,Si,No,63,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,1925,123765.0,0.0
8859-AXJZP,No,Hombre,0,Si,Si,39,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Cheque por correo,238,9038.0,0.0
8859-DZTGQ,No,Hombre,0,No,No,33,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,2035,68975.0,0.0
8859-YSTWS,No,Hombre,0,No,No,48,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Transferencia bancaria (automática),1995,10045.0,0.0
8861-HGGKB,Si,Mujer,0,No,No,10,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mes a mes,No,Cheque electrónico,8645,83085.0,1.0
8865-TNMNX,No,Hombre,0,Si,Si,10,Si,No,DSL,No,Si,No,No,No,No,Un año,No,Cheque por correo,4955,4757.0,0.0
8868-GAGIO,No,Hombre,0,Si,No,45,Si,Si,Fibra óptica,Si,No,Si,No,No,No,Mes a mes,Si,Cheque por correo,8455,371395.0,0.0
8868-WOZGU,Si,Hombre,0,No,No,28,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,1057,29795.0,1.0
8869-LIHMK,No,Mujer,0,No,No,64,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automática),1151,733405.0,0.0
8869-TORSS,Si,Mujer,0,No,No,48,Si,No,DSL,Si,No,Si,Si,No,No,Un año,Si,Tarjeta de crédito (automática),6035,28964.0,1.0
8871-JLMHM,No,Mujer,0,Si,No,68,Si,Si,Fibra óptica,No,Si,Si,Si,No,No,Dos años,No,Tarjeta de crédito (automática),902,629765.0,0.0
8873-GLDMH,No,Mujer,0,No,No,6,Si,Si,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,7385,4013.0,0.0
8873-TMKGR,No,Hombre,0,No,No,29,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Cheque por correo,191,5295.0,0.0
8874-EJNSR,No,Hombre,0,Si,Si,39,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,252,98795.0,0.0
8875-AKBYH,No,Hombre,1,No,No,20,Si,Si,Fibra óptica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,8435,17452.0,0.0
8878-HMWBV,Si,Hombre,0,No,No,3,Si,No,DSL,No,No,Si,No,No,No,Mes a mes,Si,Cheque electrónico,4915,16905.0,1.0
8878-RYUKI,No,Mujer,0,No,No,52,Si,No,DSL,No,No,Si,No,No,Si,Mes a mes,Si,Cheque electrónico,5945,30437.0,0.0
8879-XUAHX,No,Hombre,0,Si,No,71,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,11625,856475.0,0.0
8879-ZKJOF,No,Mujer,0,No,No,41,Si,No,DSL,Si,No,Si,Si,Si,Si,Un año,Si,Transferencia bancaria (automática),7985,332075.0,0.0
8882-TLVRW,No,Hombre,0,Si,Si,69,No,No phone service,DSL,Si,No,Si,Si,No,No,Dos años,No,Cheque por correo,391,27795.0,0.0
8883-ANODQ,No,Mujer,0,Si,Si,68,Si,Si,Fibra óptica,No,Si,Si,No,No,No,Dos años,Si,Tarjeta de crédito (automática),844,574675.0,0.0
8883-GRDWQ,No,Hombre,1,No,No,20,Si,No,DSL,Si,No,No,Si,No,No,Un año,No,Cheque por correo,540,10559.0,0.0
8884-ADFVN,Si,Hombre,1,Si,No,7,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,10195,70085.0,1.0
8884-FEEWR,No,Hombre,0,No,No,35,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Transferencia bancaria (automática),206,754.0,0.0
8884-MRNSU,No,Hombre,0,Si,Si,17,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Transferencia bancaria (automática),199,32975.0,0.0
8885-QSQBX,No,Mujer,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,No,Transferencia bancaria (automática),4955,4955.0,0.0
8887-IPQNC,No,Mujer,0,Si,No,7,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,4425,31345.0,0.0
8894-JVDCV,No,Mujer,0,No,No,62,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Un año,Si,Tarjeta de crédito (automática),11505,713345.0,0.0
8896-BQTTI,No,Hombre,0,No,No,1,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,Si,Cheque por correo,250,25.0,0.0
8896-RAZCR,No,Mujer,0,No,Si,44,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,199,8681.0,0.0
8898-KASCD,No,Hombre,0,No,No,39,No,No phone service,DSL,No,No,Si,Si,No,No,Un año,No,Cheque por correo,3555,130915.0,0.0
8901-HJXTF,Si,Mujer,0,Si,Si,12,No,No phone service,DSL,No,Si,No,No,No,No,Mes a mes,No,Cheque por correo,292,3091.0,1.0
8901-UPRHR,No,Mujer,0,Si,Si,72,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automática),1092,771145.0,0.0
8902-ZEOVF,No,Hombre,0,Si,Si,47,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Cheque por correo,2005,95155.0,0.0
8903-WMRNW,No,Mujer,0,Si,No,15,Si,No,Fibra óptica,Si,No,Si,No,Si,Si,Mes a mes,No,Cheque electrónico,10175,16694.0,0.0
8903-XEBGX,No,Hombre,0,No,Si,2,Si,No,DSL,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,553,10865.0,0.0
8904-OPDCK,No,Hombre,1,Si,No,54,No,No phone service,DSL,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria (automática),2495,136475.0,0.0
8905-IAZPF,No,Mujer,0,Si,No,69,Si,No,Fibra óptica,No,Si,No,No,Si,Si,Un año,Si,Tarjeta de crédito (automática),9565,67442.0,0.0
8908-NMQTX,No,Hombre,0,No,No,72,No,No phone service,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automática),656,45665.0,0.0
8908-SLFCJ,No,Mujer,0,No,No,21,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,Si,Tarjeta de crédito (automática),2085,43525.0,0.0
8909-BOLNL,No,Hombre,0,No,No,3,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Cheque por correo,212,5205.0,0.0
8910-ICHIU,No,Mujer,0,No,No,46,Si,No,Fibra óptica,Si,Si,Si,No,Si,No,Un año,Si,Tarjeta de crédito (automática),9565,46642.0,0.0
8910-LEDAG,No,Hombre,1,Si,No,34,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,No,Tarjeta de crédito (automática),7155,242735.0,0.0
8914-RBTSB,Si,Hombre,0,Si,No,31,Si,Si,Fibra óptica,No,Si,Si,No,Si,No,Mes a mes,No,Cheque electrónico,938,30195.0,1.0
8915-NNTRC,No,Hombre,0,Si,Si,72,Si,Si,Fibra óptica,Si,Si,No,Si,Si,Si,Dos años,Si,Tarjeta de crédito (automática),1077,79198.0,0.0
8917-FAEMR,No,Mujer,0,No,No,37,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,1985,78425.0,0.0
8917-SZTTJ,No,Hombre,0,Si,Si,60,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Tarjeta de crédito (automática),1965,116175.0,0.0
8919-FYFQZ,Si,Hombre,1,Si,No,44,No,No phone service,DSL,No,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,3035,13597.0,1.0
8920-NAVAY,No,Hombre,1,No,No,62,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria (automática),11075,705335.0,0.0
8920-VTVET,,Mujer,0,No,No,68,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Transferencia bancaria (automática),2005,13869.0,
8922-LIEGH,Si,Mujer,1,No,No,25,Si,Si,Fibra óptica,No,Si,No,No,No,Si,Mes a mes,Si,Cheque electrónico,897,218755.0,1.0
8922-NPKBJ,No,Hombre,0,Si,Si,42,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,1935,8673.0,0.0
8929-KSWIH,No,Hombre,0,No,No,25,Si,No,Fibra óptica,No,No,Si,Si,Si,Si,Dos años,No,Transferencia bancaria (automática),993,25135.0,0.0
8930-XOTDP,No,Mujer,0,Si,Si,18,Si,No,DSL,No,No,No,No,Si,No,Mes a mes,No,Cheque por correo,5595,10828.0,0.0
8931-GJJIQ,Si,Mujer,0,No,No,9,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,833,8033.0,1.0
8932-CZHRQ,No,Hombre,0,No,No,68,Si,Si,DSL,Si,Si,Si,No,No,Si,Un año,No,Tarjeta de crédito (automática),7675,523325.0,0.0
8933-FSHGW,,Mujer,1,Si,No,25,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,693,18131.0,
8937-FVBIE,,Hombre,0,Si,No,67,Si,No,Fibra óptica,Si,Si,No,No,No,Si,Un año,Si,Tarjeta de crédito (automática),906,605615.0,
8937-RDTHP,Si,Hombre,0,No,No,1,Si,No,Fibra óptica,Si,No,No,No,No,Si,Mes a mes,Si,Cheque por correo,846,846.0,1.0
8938-UMKPI,Si,Mujer,0,No,No,47,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,1064,512795.0,1.0
8939-ORHIW,,Hombre,0,Si,Si,34,No,No phone service,DSL,No,No,Si,Si,Si,No,Mes a mes,Si,Cheque electrónico,4485,14426.0,
8942-DBMHZ,No,Hombre,0,No,No,12,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,2045,25535.0,0.0
8943-URTMR,Si,Mujer,0,No,No,2,Si,No,Fibra óptica,No,No,No,No,Si,No,Mes a mes,Si,Cheque por correo,7965,1527.0,1.0
8944-AILEF,No,Hombre,0,Si,No,15,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,Si,Tarjeta de crédito (automática),1945,34085.0,0.0
8945-GRKHX,Si,Mujer,0,No,Si,1,Si,No,Fibra óptica,No,No,No,No,No,Si,Mes a mes,No,Cheque electrónico,7865,7865.0,1.0
8945-MUQUF,Si,Hombre,0,No,No,51,Si,Si,Fibra óptica,Si,Si,No,No,Si,No,Un año,Si,Cheque electrónico,948,48376.0,1.0
8946-BFWSG,No,Hombre,0,Si,Si,63,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,2525,157305.0,0.0
8947-YRTDV,No,Hombre,0,Si,Si,32,Si,No,Fibra óptica,Si,Si,Si,No,No,Si,Un año,No,Cheque por correo,948,313155.0,0.0
8949-JTMAY,Si,Mujer,0,No,No,29,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mes a mes,Si,Tarjeta de crédito (automática),986,29332.0,1.0
8950-MTZNV,No,Hombre,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,4495,4495.0,0.0
8952-WCVCD,No,Mujer,0,Si,No,41,Si,No,Fibra óptica,Si,Si,Si,No,Si,Si,Un año,Si,Transferencia bancaria (automática),10445,416205.0,0.0
8954-HKVWG,,Mujer,0,Si,No,2,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de crédito (automática),446,8055.0,
8957-THMOA,No,Mujer,0,No,Si,50,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Tarjeta de crédito (automática),2015,97085.0,0.0
8958-JPTRR,No,Mujer,0,Si,No,56,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Cheque electrónico,243,12617.0,0.0
8961-QDZZJ,No,Mujer,0,Si,Si,57,Si,No,Fibra óptica,No,Si,No,No,Si,Si,Un año,Si,Cheque electrónico,950,55358.0,0.0
8963-JLGJT,No,Hombre,0,No,Si,3,Si,No,DSL,Si,No,Si,No,No,No,Mes a mes,No,Cheque por correo,559,15755.0,0.0
8963-MQVYN,No,Mujer,0,No,Si,22,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,Si,Cheque electrónico,2055,46985.0,0.0
8966-KZXXA,No,Hombre,0,Si,Si,36,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Tarjeta de crédito (automática),251,93095.0,0.0
8966-OIQHG,No,Mujer,0,Si,Si,22,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Transferencia bancaria (automática),2075,45235.0,0.0
8966-SNIZF,No,Mujer,0,Si,No,70,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Transferencia bancaria (automática),1945,13035.0,0.0
8967-SZQAS,No,Mujer,0,No,No,14,Si,No,DSL,No,Si,No,No,No,No,Mes a mes,No,Cheque electrónico,5045,76545.0,0.0
8969-PRHFK,No,Hombre,0,No,No,18,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Un año,No,Cheque por correo,1965,41125.0,0.0
8970-ANWXO,No,Mujer,0,No,No,23,Si,Si,DSL,No,No,No,Si,Si,Si,Un año,Si,Cheque por correo,7375,17566.0,0.0
8972-HJWNV,Si,Mujer,1,Si,No,7,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,8455,64685.0,1.0
8974-OVACP,No,Mujer,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,2015,2015.0,0.0
8975-SKGRX,No,Hombre,0,Si,No,71,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automática),1161,831055.0,0.0
8976-OQHGT,Si,Mujer,0,Si,Si,4,Si,No,DSL,No,Si,No,Si,No,No,Mes a mes,No,Cheque por correo,565,2351.0,1.0
8977-NIXDF,,Hombre,0,Si,Si,9,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,196,1974.0,
8979-CAMGB,No,Hombre,1,No,No,64,Si,Si,Fibra óptica,No,No,Si,Si,Si,Si,Un año,No,Cheque electrónico,1021,66881.0,0.0
8980-WQFWL,No,Mujer,0,No,No,35,Si,No,DSL,No,No,Si,No,No,Si,Mes a mes,Si,Cheque electrónico,621,20961.0,0.0
8981-FJGLA,No,Hombre,0,No,Si,11,Si,Si,Fibra óptica,No,No,Si,No,No,No,Mes a mes,Si,Cheque por correo,780,8518.0,0.0
8982-NHAVY,No,Hombre,0,No,No,27,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Un año,Si,Transferencia bancaria (automática),1005,267345.0,0.0
8984-EYLLL,No,Hombre,0,Si,No,64,Si,Si,Fibra óptica,No,Si,No,Si,Si,Si,Dos años,Si,Cheque electrónico,10525,68234.0,0.0
8984-HPEMB,No,Mujer,0,No,No,71,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,11865,84776.0,0.0
8985-OOPOS,No,Mujer,0,No,No,1,Si,No,DSL,No,No,Si,Si,Si,Si,Un año,No,Tarjeta de crédito (automática),741,741.0,0.0
8988-ECPJR,Si,Mujer,1,Si,Si,34,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mes a mes,Si,Cheque por correo,796,27183.0,1.0
8990-YOZLV,No,Mujer,0,No,No,69,Si,Si,DSL,Si,Si,No,Si,No,No,Dos años,Si,Cheque por correo,669,45779.0,0.0
8990-ZXLSU,No,Mujer,0,No,No,9,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,6905,6515.0,0.0
8992-CEUEN,No,Mujer,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque electrónico,1885,1885.0,0.0
8992-JQYUN,Si,Hombre,0,Si,No,1,No,No phone service,DSL,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,5035,5035.0,1.0
8992-OBVDG,No,Hombre,0,No,No,21,Si,No,DSL,No,No,Si,No,No,Si,Mes a mes,No,Cheque por correo,6165,13936.0,0.0
8992-VONJD,No,Mujer,0,No,Si,13,Si,No,DSL,Si,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,560,76455.0,0.0
8993-IZEUX,No,Hombre,0,No,No,7,Si,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,No,Transferencia bancaria (automática),6915,48865.0,0.0
8993-PHFWD,Si,Mujer,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,2525,589.0,1.0
8996-ZROXE,No,Hombre,1,No,No,57,Si,No,DSL,No,No,Si,Si,No,No,Un año,Si,Cheque electrónico,535,30358.0,0.0
8999-BOHSE,Si,Mujer,1,No,No,11,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,No,Transferencia bancaria (automática),897,10477.0,1.0
8999-EXMNO,No,Mujer,0,Si,Si,19,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,2015,3877.0,0.0
8999-XXGNS,No,Mujer,1,Si,No,72,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Un año,Si,Tarjeta de crédito (automática),10575,762985.0,0.0
8999-YPYBV,No,Hombre,0,Si,Si,45,Si,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque por correo,8435,385805.0,0.0
9000-PLFUZ,No,Mujer,1,Si,No,60,No,No phone service,DSL,No,Si,No,No,Si,Si,Dos años,Si,Tarjeta de crédito (automática),4945,290755.0,0.0
9003-CPATH,No,Hombre,0,No,No,42,Si,Si,Fibra óptica,No,No,Si,No,No,No,Mes a mes,No,Cheque electrónico,799,33134.0,0.0
9013-AQORL,No,Mujer,0,No,Si,48,No,No phone service,DSL,No,Si,Si,No,No,Si,Mes a mes,No,Tarjeta de crédito (automática),4555,210835.0,0.0
9018-PCIOK,No,Mujer,0,No,No,55,Si,No,DSL,No,Si,Si,No,No,Si,Dos años,Si,Cheque por correo,6475,36171.0,0.0
9019-QVLZD,Si,Mujer,0,No,No,1,Si,No,Fibra óptica,No,No,No,No,Si,No,Mes a mes,No,Cheque electrónico,7955,7955.0,1.0
9025-AOMKI,Si,Mujer,0,No,No,6,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria (automática),9355,5364.0,1.0
9025-ZRPVR,Si,Hombre,0,No,No,9,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,Si,Cheque por correo,1895,1856.0,1.0
9026-LHEVG,No,Mujer,0,No,No,9,No,No phone service,DSL,No,Si,No,No,No,Si,Mes a mes,No,Cheque electrónico,4075,3594.0,0.0
9026-RNUJS,Si,Hombre,1,No,No,5,Si,No,DSL,No,No,Si,No,No,No,Mes a mes,No,Cheque electrónico,5035,23725.0,1.0
9027-TMATR,No,Mujer,0,Si,No,43,Si,No,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,788,34603.0,0.0
9027-YFHQJ,No,Hombre,0,No,No,7,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,Si,Transferencia bancaria (automática),2505,15295.0,0.0
9028-LIHRP,No,Hombre,0,Si,Si,71,Si,No,Fibra óptica,Si,Si,Si,Si,Si,No,Dos años,No,Tarjeta de crédito (automática),1002,7209.0,0.0
9029-FEGVJ,No,Mujer,1,Si,No,32,Si,Si,Fibra óptica,No,No,Si,No,No,No,Mes a mes,No,Cheque por correo,793,2570.0,0.0
9030-QGZNL,No,Mujer,0,No,No,8,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Dos años,No,Cheque por correo,2085,16165.0,0.0
9031-ZVQPT,No,Hombre,0,Si,No,72,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,1082,78406.0,0.0
9033-EOXWV,Si,Mujer,0,No,No,12,Si,Si,DSL,No,No,No,Si,Si,Si,Un año,No,Cheque por correo,7405,87265.0,1.0
9036-CSKBW,No,Mujer,0,No,No,51,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,Un año,No,Transferencia bancaria (automática),10745,56809.0,0.0
9039-RBEEE,Si,Hombre,0,No,No,39,No,No phone service,DSL,Si,Si,No,Si,Si,No,Mes a mes,Si,Tarjeta de crédito (automática),4895,188085.0,1.0
9039-ZVJDC,No,Hombre,0,No,No,3,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,Si,Cheque por correo,191,5305.0,0.0
9040-KZVWO,No,Hombre,0,No,No,26,Si,No,Fibra óptica,No,Si,No,No,No,No,Un año,No,Transferencia bancaria (automática),755,20181.0,0.0
9046-DQMTP,No,Hombre,0,No,No,35,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Transferencia bancaria (automática),2075,7399.0,0.0
9046-JBFWA,No,Hombre,0,No,Si,27,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Mes a mes,No,Cheque por correo,1915,53735.0,0.0
9048-JVYVF,Si,Hombre,0,No,No,3,Si,No,DSL,No,No,No,Si,Si,Si,Mes a mes,Si,Cheque electrónico,6935,19135.0,1.0
9050-IKDZA,No,Mujer,1,No,No,2,Si,No,Fibra óptica,No,No,No,No,Si,No,Mes a mes,No,Cheque por correo,815,16255.0,0.0
9050-QLROH,Si,Hombre,0,No,No,18,Si,Si,Fibra óptica,No,No,Si,No,No,Si,Mes a mes,Si,Tarjeta de crédito (automática),907,159725.0,1.0
9052-DHNKM,No,Hombre,0,No,No,26,Si,Si,DSL,Si,Si,No,No,No,No,Un año,No,Cheque electrónico,6155,158195.0,0.0
9052-VKDUW,No,Mujer,1,Si,No,65,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,Mes a mes,Si,Tarjeta de crédito (automática),1094,722745.0,0.0
